0,0,0
0,0,0
8.13432e-06,5.78763e-06,5.78763e-06
3.60573e-05,2.56551e-05,2.56551e-05
9.43953e-05,6.71629e-05,6.71632e-05
0.000192399,0.000136893,0.000136894
0.000337637,0.00024023,0.000240233
0.000535725,0.000381169,0.000381176
0.000790114,0.000562167,0.000562179
0.00110193,0.000784019,0.00078404
0.00146984,0.00104579,0.00104582
0.00189006,0.00134477,0.00134481
0.00235629,0.00167649,0.00167655
0.00285985,0.00203477,0.00203484
0.00338976,0.00241181,0.00241187
0.00393294,0.0027983,0.00279834
0.00447446,0.00318362,0.0031836
0.00499778,0.00355602,0.0035559
0.00548514,0.00390287,0.00390258
0.00591787,0.00421087,0.00421035
0.00627678,0.00446642,0.00446554
0.00654263,0.00465581,0.00465445
0.00669651,0.00476562,0.00476363
0.00672034,0.00478298,0.00478017
0.00659722,0.00469589,0.00469206
0.00631197,0.00449356,0.00448848
0.00585147,0.00416666,0.00416008
0.00520509,0.00370763,0.00369929
0.00436501,0.00311091,0.00310056
0.0033266,0.00237322,0.00236058
0.00208865,0.00149367,0.0014785
0.000653586,0.000473978,0.00045607
-0.000972328,-0.000681418,-0.000702239
-0.00277892,-0.00196531,-0.00198916
-0.00475205,-0.00336769,-0.00339458
-0.00687366,-0.00487574,-0.00490562
-0.00912187,-0.00647396,-0.00650664
-0.0114711,-0.00814423,-0.00817939
-0.0138924,-0.00986602,-0.00990317
-0.0163537,-0.0116166,-0.0116551
-0.0188201,-0.0133712,-0.0134102
-0.0212545,-0.0151035,-0.015142
-0.0236177,-0.0167858,-0.0168225
-0.0258694,-0.0183895,-0.018423
-0.0279684,-0.0198855,-0.019914
-0.0298736,-0.0212444,-0.0212661
-0.031544,-0.0224374,-0.0224501
-0.03294,-0.0234362,-0.0234378
-0.0340235,-0.024214,-0.0242019
-0.0347591,-0.0247454,-0.0247172
-0.0351143,-0.0250075,-0.0249604
-0.0350601,-0.0249798,-0.0249111
-0.0345721,-0.0246446,-0.0245517
-0.0336304,-0.0239879,-0.0238682
-0.0322203,-0.0229993,-0.0228503
-0.0303332,-0.0216724,-0.0214918
-0.0279661,-0.020005,-0.0197908
-0.0251228,-0.0179995,-0.0177501
