0,0,0,0
0,0,0,0
5.20887e-05,5.20887e-05,5.20887e-05,5.20887e-05
0.000227796,0.000227795,0.000227794,0.000227793
0.000588369,0.000588362,0.000588355,0.000588348
0.00118323,0.0011832,0.00118318,0.00118315
0.00204881,0.00204874,0.00204866,0.00204859
0.00320775,0.00320758,0.00320742,0.00320725
0.00466847,0.00466816,0.00466785,0.00466754
0.00642516,0.00642465,0.00642414,0.00642362
0.00845808,0.00845731,0.00845654,0.00845577
0.0107342,0.0107331,0.0107321,0.010731
0.013208,0.0132067,0.0132054,0.0132041
0.0158231,0.0158217,0.0158202,0.0158188
0.0185132,0.0185119,0.0185106,0.0185093
0.0212043,0.0212036,0.0212028,0.021202
0.0238161,0.0238165,0.0238169,0.0238173
0.0262641,0.0262665,0.0262689,0.0262714
0.0284617,0.0284673,0.028473,0.0284786
0.0303224,0.0303327,0.030343,0.0303533
0.0317615,0.0317784,0.0317952,0.0318119
0.0326988,0.0327243,0.0327497,0.0327751
0.0330597,0.0330963,0.0331328,0.0331693
0.0327778,0.0328283,0.0328786,0.0329289
0.0317961,0.0318635,0.0319307,0.0319979
0.0300688,0.0301562,0.0302436,0.0303308
0.0275624,0.0276733,0.027784,0.0278946
0.0242569,0.0243945,0.024532,0.0246692
0.0201468,0.0203143,0.0204815,0.0206486
0.0152412,0.0154413,0.0156413,0.0158411
0.00956445,0.00979967,0.0100348,0.0102697
0.00315615,0.00342825,0.00370033,0.0039723
-0.00392917,-0.00361919,-0.00330913,-0.00299904
-0.0116225,-0.0112746,-0.0109265,-0.0105782
-0.0198411,-0.0194565,-0.0190713,-0.0186858
-0.0284897,-0.0280708,-0.0276509,-0.0272304
-0.0374613,-0.037012,-0.0365613,-0.0361095
-0.0466392,-0.0461649,-0.0456888,-0.045211
-0.055898,-0.055406,-0.0549116,-0.0544147
-0.0651059,-0.0646052,-0.0641012,-0.063594
-0.0741262,-0.0736276,-0.0731247,-0.0726177
-0.0828196,-0.0823358,-0.0818465,-0.081352
-0.0910463,-0.0905916,-0.0901301,-0.0896621
-0.0986677,-0.0982582,-0.0978404,-0.0974146
-0.105549,-0.105202,-0.104846,-0.104479
-0.111561,-0.111296,-0.111019,-0.110731
-0.116583,-0.116419,-0.116243,-0.116052
-0.120502,-0.120461,-0.120405,-0.120333
-0.123219,-0.123322,-0.123407,-0.123475
-0.124646,-0.124914,-0.125163,-0.125391
